obj_nam	SMILES	values	complementary	ymatrix	ensemble_ci	lower_limit	upper_limit	PC1proj	PC2proj	PCDMODX	
Dofetilide	CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1	10.0000	2.0	2.0000	[4.       4.       7.60206  7.60206  4.573489 4.573489]	10.0000	10.0000	1.1779	-1.1548	0.0142	
